
# 1. CORRIDOR LENGTH ANALYSIS
targetRooms,seed,corridorCount,minLength,maxLength,meanLength,totalLength
4,12469,3,138.2147,173.1969,150.4362,451.3086
4,1012472,3,119.4786,162.0990,139.4281,418.2842
4,2012475,3,114.8420,141.4542,128.3948,385.1844
4,3012478,4,87.5765,157.1420,123.5390,494.1561
4,4012481,3,99.9044,124.4581,112.0660,336.1979
# N=4 aggregate mean corridor length: 130.7728
8,12593,9,72.1007,207.6194,120.0281,1080.2530
8,1012596,8,54.2838,190.2614,122.2753,978.2027
8,2012599,8,93.2363,154.5341,118.3524,946.8192
8,3012602,8,108.7887,181.1731,134.2597,1074.0773
8,4012605,9,90.6388,164.4247,117.6475,1058.8271
# N=8 aggregate mean corridor length: 122.5126
16,12841,19,83.8410,193.8809,125.8863,2391.8394
16,1012844,19,89.4531,187.4732,123.0070,2337.1336
16,2012847,19,83.5678,170.0503,125.0244,2375.4629
16,3012850,19,38.6016,208.8402,136.1124,2586.1365
16,4012853,19,55.1488,215.5984,132.9870,2526.7533
# N=16 aggregate mean corridor length: 128.6034
32,13337,41,51.3408,232.1103,129.1224,5294.0164
32,1013340,41,83.1493,258.9907,147.6252,6052.6334
32,2013343,41,48.8410,272.7063,136.2942,5588.0611
32,3013346,41,34.2634,244.4713,137.4687,5636.2151
32,4013349,41,58.1379,263.5360,131.1807,5378.4075
# N=32 aggregate mean corridor length: 136.3382
64,14329,85,40.4121,259.7809,137.3359,11673.5507
64,1014332,85,48.5220,221.6628,128.7470,10943.4974
64,2014335,84,55.8449,250.8275,130.6604,10975.4704
64,3014338,85,54.1733,232.1571,136.9560,11641.2587
64,4014341,86,46.1277,290.3183,132.9241,11431.4722
# N=64 aggregate mean corridor length: 133.3247
# Overall mean corridor length across all runs: 130.3103


# 2. ROOM MESH OVERLAP CHECK
targetRooms,seed,roomCount,overlappingPairs,result
4,12469,4,0,OK
4,1012472,4,0,OK
4,2012475,4,0,OK
4,3012478,4,0,OK
4,4012481,4,0,OK
8,12593,8,0,OK
8,1012596,8,0,OK
8,2012599,8,0,OK
8,3012602,8,0,OK
8,4012605,8,0,OK
16,12841,16,0,OK
16,1012844,16,0,OK
16,2012847,16,0,OK
16,3012850,16,0,OK
16,4012853,16,0,OK
32,13337,32,0,OK
32,1013340,32,0,OK
32,2013343,32,0,OK
32,3013346,32,0,OK
32,4013349,32,0,OK
64,14329,64,0,OK
64,1014332,64,0,OK
64,2014335,64,0,OK
64,3014338,64,0,OK
64,4014341,64,0,OK
# Total runs: 25  Total overlap incidents: 0  Result: NO_OVERLAPS_FOUND


# 3. CORRIDOR MESH SELF-INTERSECTION CHECK
targetRooms,seed,triangleCount,selfIntersectingPairs,result
4,12469,852,0,OK
4,1012472,756,0,OK
4,2012475,992,0,OK
4,3012478,724,0,OK
4,4012481,1328,0,OK
8,12593,2016,0,OK
8,1012596,1920,0,OK
8,2012599,1492,0,OK
8,3012602,2156,0,OK
8,4012605,2012,0,OK
16,12841,4696,0,OK
16,1012844,4160,0,OK
16,2012847,4584,0,OK
16,3012850,4876,0,OK
16,4012853,3704,0,OK
32,13337,8856,0,OK
32,1013340,9024,0,OK
32,2013343,8588,0,OK
32,3013346,10072,0,OK
32,4013349,9200,0,OK
64,14329,20116,0,OK
64,1014332,20628,0,OK
64,2014335,20276,0,OK
64,3014338,19388,0,OK
64,4014341,19096,0,OK


# 4. ENDPOINT DEGREE DISTRIBUTION
targetRooms,seed,degree,count
4,12469,1,4
4,1012472,1,4
4,2012475,1,4
4,3012478,1,2
4,3012478,2,2
4,4012481,1,4
# N=4 aggregate: {1=18, 2=2}
8,12593,1,5
8,12593,2,3
8,1012596,1,6
8,1012596,2,2
8,2012599,1,6
8,2012599,2,2
8,3012602,1,6
8,3012602,2,2
8,4012605,1,7
8,4012605,2,1
# N=8 aggregate: {1=30, 2=10}
